gene_a,gene_b,score
PIK3CG,LYN,0.982
PIK3CG,AKT1,0.994
PIK3CG,PIK3CB,0.997
PIK3CG,PIK3R1,0.999
WWTR1,CTNNB1,0.817
WWTR1,YAP1,0.956
RXRA,HDAC2,0.73
RXRA,CTNNB1,0.757
RXRA,NR1H4,0.999
RAD51B,POLD1,0.768
RAD51B,HMGA2,0.821
RAD51B,RAD51D,0.999
ERVW-1,FURIN,0.756
CASR,SLC12A1,0.768
PDE6B,ADCY7,0.72
PDE6B,GUCY1B1,0.763
ETFDH,ACADVL,0.817
ETFDH,ETFA,0.999
PIK3R1,YES1,0.707
PIK3R1,TYK2,0.716
PIK3R1,CD3G,0.762
PIK3R1,CTLA4,0.816
PIK3R1,CTNNB1,0.858
PIK3R1,JAK3,0.932
PIK3R1,JAK1,0.939
PIK3R1,LCK,0.939
PIK3R1,BTK,0.947
PIK3R1,NTRK1,0.962
PIK3R1,LYN,0.964
PIK3R1,PLCG2,0.979
PIK3R1,IGF1R,0.994
PIK3R1,AKT1,0.995
PIK3R1,PTPN11,0.996
PIK3R1,PIK3CB,0.999
LYN,CTLA4,0.714
LYN,PECAM1,0.802
LYN,TYK2,0.806
LYN,PTPN11,0.807
LYN,AKT1,0.82
LYN,YES1,0.823
LYN,JAK1,0.836
LYN,LCK,0.905
LYN,PRKCB,0.947
LYN,PIK3CB,0.957
LYN,PLCG2,0.961
LYN,BTK,0.997
HDAC2,ZEB2,0.718
HDAC2,GATA4,0.752
HDAC2,HIF1A,0.781
HDAC2,BCL11A,0.833
HDAC2,MYC,0.838
HDAC2,TET2,0.989
IKBKB,IFIH1,0.739
IKBKB,MYC,0.778
IKBKB,CTNNB1,0.843
IKBKB,TNFAIP3,0.887
IKBKB,BTK,0.92
IKBKB,MALT1,0.985
IKBKB,AKT1,0.99
TRHR,TSHR,0.732
NTRK1,CTNNB1,0.745
NTRK1,ADORA2A,0.857
NTRK1,PLCG2,0.908
NTRK1,PGF,0.913
NTRK1,PIK3CB,0.932
NTRK1,TPM3,0.986
CD3G,LCK,0.928
CSRP3,TNNT2,0.866
CSRP3,MYL3,0.93
CSRP3,MYBPC3,0.94
CSRP3,TTN,0.995
TYK2,PIK3CB,0.709
TYK2,PTAFR,0.808
TYK2,GHR,0.855
TYK2,IL11RA,0.857
TYK2,JAK3,0.906
TYK2,PTPN11,0.964
TYK2,JAK1,0.998
JAK3,CTLA4,0.771
JAK3,GHR,0.826
JAK3,LCK,0.852
JAK3,PIK3CB,0.923
JAK3,IL21,0.942
JAK3,PTPN11,0.962
JAK3,JAK1,0.999
FLI1,FBXW7,0.995
GATA4,TNNT2,0.785
KMT2A,H3C2,0.925
HMGA2,CTNNB1,0.742
HMGA2,MYC,0.756
HIF1A,PECAM1,0.733
HIF1A,IGF1R,0.752
HIF1A,PTK6,0.906
HIF1A,AKT1,0.932
HIF1A,MYC,0.993
HIF1A,CTNNB1,0.998
HIF1A,EGLN2,0.999
ACADVL,ETFA,0.877
TUBA1A,TUBB8,0.963
TSHR,CTLA4,0.795
TSHR,IGF1R,0.951
PTK6,AKT1,0.927
PTAFR,PECAM1,0.724
TET2,SETBP1,0.748
MYBPC3,MYL3,0.967
MYBPC3,TNNT2,0.974
MYBPC3,TTN,0.994
TUBA1C,TUBB8,0.979
APOA5,APOBR,0.74
APOA5,LPL,0.964
HSD3B2,CYP3A4,0.945
HSD3B2,SRD5A2,0.971
MGAM,AMY2A,0.998
IL11RA,IL19,0.702
IL11RA,JAK1,0.734
PGF,IGF1R,0.744
AKT1,ACLY,0.711
AKT1,ADCY7,0.712
AKT1,PECAM1,0.719
AKT1,CALM1,0.738
AKT1,PTPN11,0.762
AKT1,PLCG2,0.771
AKT1,ITGB3,0.781
AKT1,LCK,0.799
AKT1,CTLA4,0.811
AKT1,MYC,0.928
AKT1,CTNNB1,0.979
AKT1,PIK3CB,0.992
ITGB3,PRKCB,0.768
ITGB3,PECAM1,0.887
ITGB3,IGF1R,0.932
MEF2A,CTNNB1,0.764
PECAM1,LCK,0.724
PECAM1,CTNNB1,0.998
PECAM1,PTPN11,0.999
YES1,LCK,0.809
YES1,PLCG2,0.82
YES1,PTPN11,0.841
YES1,YAP1,0.987
RAD51D,MUTYH,0.783
RAD51D,POLD1,0.856
TTN,FHL1,0.757
TTN,CALM1,0.795
TTN,TNNT2,0.857
TTN,MYL3,0.931
GIPR,TCF7L2,0.802
EGLN2,PRKCB,0.902
POLD1,MUTYH,0.89
FBXW7,PTPN11,0.759
FBXW7,CTNNB1,0.924
FBXW7,MYC,0.999
LCK,BTK,0.752
LCK,PTPN11,0.767
LCK,PLCG2,0.779
LCK,CTLA4,0.911
MYC,IGF1R,0.712
MYC,CALM1,0.74
MYC,FOXP1,0.752
MYC,TCF7L2,0.882
MYC,CTNNB1,0.985
YAP1,TCF7L2,0.911
YAP1,CTNNB1,0.997
ADORA2A,SLC29A1,0.718
TNFAIP3,MALT1,0.808
PLCG2,IGF1R,0.91
PLCG2,PTPN11,0.934
PLCG2,PIK3CB,0.938
PLCG2,PRKCB,0.973
PLCG2,BTK,0.999
GHR,PTPN11,0.816
GHR,IGF1R,0.85
GHR,JAK1,0.88
BTK,PRKCB,0.775
BTK,PIK3CB,0.943
TCF7L2,CTNNB1,0.999
PTPN11,CTNNB1,0.902
PTPN11,PIK3CB,0.934
PTPN11,IGF1R,0.935
PTPN11,CTLA4,0.991
PTPN11,JAK1,0.994
ARID1B,BCL11A,0.967
ZFHX3,PITX2,0.72
HBB,BCL11A,0.894
PITX2,CTNNB1,0.963
SLC12A1,AVPR2,0.743
CTNNB1,IGF1R,0.985
PRKCB,ADCY7,0.74
PRKCB,MALT1,0.755
PRKCB,KCNN4,0.917
SLC18A2,SNCA,0.979
IGF1R,JAK1,0.964
IGF1R,PIK3CB,0.971
CTLA4,IL17A,0.88
IL21,IL17A,0.701
IL21,JAK1,0.938
TPM3,CALM1,0.7
TPM3,MYL3,0.832
TPM3,TNNT2,0.996
IL31RA,JAK1,0.969
MYL3,TNNT2,0.953
IL19,JAK1,0.779
CALM1,SNCA,0.973
JAK1,PIK3CB,0.933
